,CATAID,WHAN classification,BPT classification
1099,15397,unclassified,unclassified
1100,15398,unclassified,unclassified
1101,15399,sAGN,composite
1102,15400,SF,SF
1103,15401,sAGN,composite
1104,15402,retired,composite
1105,15403,SF,SF
1106,15404,sAGN,composite
1107,15405,SF,SF
1108,15406,SF,SF
1109,15407,SF,unclassified
1110,15408,SF,composite
1111,15409,unclassified,unclassified
1112,15410,SF,SF
1113,15411,SF,unclassified
1114,15412,retired,unclassified
1115,15413,SF,unclassified
1116,15414,unclassified,unclassified
1117,15415,SF,SF
1118,15416,unclassified,unclassified
1119,15417,SF,SF
1120,15418,SF,unclassified
1121,15419,retired,unclassified
1122,15420,unclassified,unclassified
1123,15421,SF,SF
1124,15422,unclassified,unclassified
1125,15423,SF,SF
1126,15424,SF,SF
1127,15425,SF,unclassified
1128,15426,SF,SF
1129,15427,sAGN,composite
1130,15428,SF,SF
1131,15429,SF,unclassified
1132,15430,sAGN,composite
1133,15431,retired,LINERs
1134,15432,SF,SF
1135,15433,unclassified,unclassified
1136,15434,SF,SF
1137,15435,SF,unclassified
1138,15436,retired,unclassified
1139,15437,SF,unclassified
1140,15438,unclassified,unclassified
1141,15439,unclassified,unclassified
1142,15440,SF,SF
1143,15441,SF,SF
1144,15442,retired,unclassified
1145,15443,SF,SF
1146,15444,retired,LINERs
1147,15445,SF,SF
1148,15446,SF,SF
1149,15447,SF,SF
1150,15448,retired,unclassified
1151,15449,unclassified,unclassified
1152,15450,retired,unclassified
1153,15451,wAGN,composite
1154,15452,retired,unclassified
1155,15453,SF,SF
1156,15454,unclassified,unclassified
1157,15455,unclassified,unclassified
1158,15456,SF,unclassified
1159,15457,retired,unclassified
1160,15458,SF,SF
1161,15459,retired,composite
1162,15460,unclassified,unclassified
1163,15461,unclassified,unclassified
1164,15462,unclassified,unclassified
1165,15463,retired,unclassified
1166,15464,unclassified,unclassified
1167,15465,unclassified,unclassified
1168,15466,SF,SF
1169,15467,SF,unclassified
1170,15468,SF,unclassified
1171,15469,unclassified,unclassified
1172,15470,retired,composite
1173,15471,retired,unclassified
1174,15472,unclassified,unclassified
1175,15473,unclassified,unclassified
1176,15474,SF,SF
1177,15475,SF,SF
1178,15476,unclassified,unclassified
1179,15477,wAGN,seyfert
1180,15478,retired,LINERs
1181,15479,sAGN,composite
1182,15480,sAGN,composite
1183,15481,sAGN,composite
1184,15482,SF,unclassified
1185,15483,retired,unclassified
1186,15484,SF,composite
1187,15485,sAGN,unclassified
1188,15486,sAGN,composite
1189,15487,sAGN,unclassified
1190,15488,SF,SF
1191,15489,sAGN,composite
1192,15490,SF,SF
1193,15491,retired,LINERs
1194,15492,SF,SF
1195,15493,sAGN,unclassified
1196,15494,unclassified,unclassified
1197,15495,retired,unclassified
1198,15496,SF,SF
1199,15497,wAGN,composite
1200,15498,SF,SF
1201,15499,retired,composite
1202,15500,sAGN,unclassified
1203,15501,SF,SF
1204,15502,SF,SF
1205,15503,retired,SF
1206,15504,SF,composite
1207,15505,wAGN,unclassified
1208,15506,sAGN,composite
1209,15507,SF,SF
1210,15508,unclassified,unclassified
1211,15509,SF,SF
1212,15510,SF,SF
1213,15511,SF,SF
1214,15512,unclassified,unclassified
1215,15513,retired,unclassified
1216,15514,SF,SF
1217,15515,SF,composite
1218,15516,sAGN,composite
1219,15517,SF,composite
1220,15518,unclassified,unclassified
1221,15519,retired,unclassified
1222,15520,SF,SF
1223,15521,SF,SF
1224,15522,SF,SF
1225,15523,sAGN,unclassified
1226,15524,SF,unclassified
1227,15525,retired,SF
1228,15526,SF,SF
1229,15527,unclassified,unclassified
1230,15528,SF,seyfert
1231,15529,SF,SF
1232,15530,SF,SF
1233,15531,SF,SF
1234,15532,SF,SF
1235,15533,sAGN,composite
1236,15534,unclassified,unclassified
1237,15535,sAGN,composite
1238,15536,unclassified,unclassified
1239,15537,unclassified,unclassified
1240,15538,unclassified,unclassified
1241,15539,retired,unclassified
1242,15540,SF,SF
1243,15541,unclassified,unclassified
1244,15542,sAGN,composite
1245,15543,SF,SF
1246,15544,SF,SF
1247,15545,SF,SF
1248,15546,unclassified,unclassified
1249,15547,wAGN,composite
1250,15548,SF,SF
1251,15549,unclassified,unclassified
1252,15550,SF,SF
1253,15551,unclassified,unclassified
1254,15552,retired,unclassified
1255,15553,unclassified,unclassified
1256,15554,sAGN,unclassified
1257,15555,unclassified,unclassified
1258,15556,SF,SF
1259,15557,unclassified,unclassified
1260,15558,SF,unclassified
1261,15559,sAGN,composite
1262,15560,SF,SF
1263,15561,unclassified,unclassified
1264,15562,SF,SF
1265,15563,SF,composite
1266,15564,wAGN,LINERs
1267,15565,unclassified,unclassified
1268,15566,SF,SF
1269,15567,SF,composite
1270,15568,sAGN,composite
1271,15569,sAGN,composite
1272,15570,SF,SF
1273,15571,unclassified,unclassified
1274,15572,unclassified,unclassified
1275,15573,SF,SF
1276,15574,retired,composite
1277,15575,unclassified,unclassified
1278,15576,sAGN,composite
1279,15577,unclassified,unclassified
1280,15578,unclassified,unclassified
1281,15579,SF,composite
1282,15580,SF,SF
1283,15581,SF,SF
1284,15582,sAGN,composite
1285,15583,SF,SF
1286,15584,unclassified,unclassified
1287,15585,wAGN,composite
1288,15586,unclassified,unclassified
1289,15587,wAGN,seyfert
1290,15588,SF,SF
1291,15589,SF,SF
1292,15590,retired,SF
1293,15591,SF,SF
1294,15592,SF,unclassified
1295,15593,sAGN,composite
1296,15594,SF,SF
1297,15595,sAGN,composite
1298,15596,SF,composite
1299,15597,retired,LINERs
1300,15598,retired,unclassified
1301,15599,SF,SF
1302,15600,SF,SF
1303,15601,unclassified,unclassified
1304,15602,SF,unclassified
1305,15603,SF,SF
1306,15604,SF,SF
1307,15605,unclassified,unclassified
1308,15606,SF,SF
1309,15607,retired,unclassified
1310,15608,unclassified,unclassified
1311,15609,SF,SF
1312,15610,unclassified,unclassified
1313,15611,retired,unclassified
1314,15612,unclassified,unclassified
1315,15613,SF,composite
1316,15614,SF,SF
1317,15615,sAGN,composite
1318,15616,SF,SF
1319,15617,SF,unclassified
1320,15618,unclassified,unclassified
1321,15619,SF,SF
1322,15620,SF,composite
1323,15621,sAGN,unclassified
1324,15622,SF,SF
1325,15623,sAGN,composite
1326,15624,SF,SF
1327,15625,SF,SF
1328,15626,sAGN,composite
1329,15627,SF,composite
1330,15628,SF,SF
1331,15629,retired,composite
1332,15630,unclassified,unclassified
1333,15631,retired,LINERs
1334,15632,SF,SF
1335,15633,wAGN,unclassified
1336,15634,retired,unclassified
1337,15635,retired,composite
1338,15636,unclassified,unclassified
1339,15637,SF,SF
1340,15638,unclassified,unclassified
1341,15639,SF,composite
1342,15640,SF,SF
1343,15641,wAGN,seyfert
1344,15642,SF,SF
1345,15643,SF,SF
1346,15644,sAGN,composite
1347,15645,SF,unclassified
1348,15646,SF,SF
1349,15647,retired,composite
1350,15648,retired,LINERs
1351,15649,unclassified,unclassified
1352,15650,unclassified,unclassified
1353,15651,sAGN,composite
1354,15652,SF,SF
1355,15653,unclassified,unclassified
1356,15654,SF,SF
1357,15655,SF,unclassified
1358,15656,SF,SF
1359,15657,SF,SF
1360,15658,retired,unclassified
1361,15659,wAGN,composite
1362,15660,retired,unclassified
1363,15661,SF,SF
1364,15662,retired,unclassified
1365,15663,sAGN,composite
1366,15664,SF,SF
1367,15665,sAGN,SF
1368,15666,SF,unclassified
1369,15667,retired,unclassified
1370,15668,unclassified,unclassified
1371,15669,SF,unclassified
1372,15670,SF,SF
1373,15671,SF,SF
1374,15672,wAGN,unclassified
1375,15673,SF,SF
1376,15674,unclassified,unclassified
1377,15675,SF,composite
1378,15676,SF,composite
1379,15677,SF,SF
1380,15678,SF,SF
1381,15679,sAGN,composite
1382,15680,SF,SF
1383,15681,sAGN,composite
1384,15682,retired,unclassified
1385,15683,unclassified,unclassified
1386,15684,SF,unclassified
1387,15685,SF,SF
1388,15686,SF,SF
1389,15687,sAGN,composite
1390,15688,SF,SF
1391,15689,sAGN,unclassified
1392,15690,SF,unclassified
1393,15691,SF,SF
1394,15692,SF,unclassified
1395,15693,SF,SF
1396,15694,SF,SF
1397,15695,SF,SF
1398,15696,wAGN,composite
1399,15698,SF,SF
1400,15699,wAGN,composite
1401,15700,unclassified,unclassified
1402,15701,SF,SF
1403,15702,sAGN,composite
1404,15703,SF,SF
1405,15704,SF,SF
1406,15705,unclassified,unclassified
1407,15706,sAGN,composite
1408,15707,unclassified,unclassified
1409,15708,wAGN,unclassified
1410,15709,sAGN,composite
1411,15710,SF,SF
1412,15711,retired,composite
1413,15712,unclassified,unclassified
1414,15713,SF,SF
1415,15714,sAGN,SF
1416,15715,SF,SF
1417,15716,wAGN,composite
1418,15717,SF,SF
1419,15718,SF,unclassified
1420,15719,SF,SF
1421,15720,sAGN,composite
1422,15721,SF,unclassified
1423,15722,SF,SF
1424,15723,unclassified,unclassified
1425,15724,SF,unclassified
1426,15725,sAGN,unclassified
1427,15726,SF,seyfert
1428,15727,unclassified,unclassified
1429,15728,SF,unclassified
1430,15729,SF,SF
1431,15730,sAGN,composite
1432,15731,SF,unclassified
1433,15732,unclassified,unclassified
1434,15733,unclassified,unclassified
1435,15734,wAGN,composite
1436,15735,SF,SF
1437,15736,SF,SF
1438,15737,retired,composite
1439,15738,sAGN,seyfert
1440,15739,retired,unclassified
1441,15740,sAGN,composite
1442,15741,SF,SF
1443,15742,sAGN,seyfert
1444,15743,SF,SF
1445,15744,SF,SF
1446,15745,SF,unclassified
1447,15746,sAGN,composite
1448,15747,SF,SF
1449,15748,SF,unclassified
1450,15749,SF,SF
1451,15750,SF,SF
1452,15751,SF,SF
1453,15752,SF,composite
1454,15753,SF,unclassified
1455,15754,SF,SF
1456,15755,SF,SF
1457,15756,SF,unclassified
1458,15757,sAGN,composite
1459,15758,sAGN,SF
1460,15759,sAGN,composite
1461,15760,SF,composite
1462,15761,unclassified,unclassified
1463,15762,retired,unclassified
1464,15763,SF,SF
1465,15764,SF,unclassified
1466,15765,SF,unclassified
1467,15766,SF,unclassified
1468,15767,SF,SF
1469,15768,sAGN,composite
1470,15769,SF,SF
1471,15770,SF,SF
1472,15771,unclassified,unclassified
1473,15772,SF,SF
1474,15773,unclassified,unclassified
1475,15774,SF,composite
1476,15775,SF,unclassified
1477,15776,SF,SF
1478,15777,SF,SF
1479,15778,wAGN,composite
1480,15779,SF,composite
1481,15780,unclassified,unclassified
1482,15781,unclassified,unclassified
1483,15782,SF,SF
1484,15783,SF,unclassified
1485,15784,retired,unclassified
1486,15785,retired,unclassified
1487,15786,SF,SF
1488,15787,sAGN,unclassified
1489,15788,SF,SF
1490,15789,unclassified,unclassified
1491,15790,SF,SF
1492,15791,SF,unclassified
1493,15792,retired,unclassified
1494,15793,sAGN,composite
1495,15794,unclassified,unclassified
1496,15795,retired,unclassified
1497,15796,SF,SF
1498,15797,unclassified,unclassified
1499,15798,retired,LINERs
1500,15799,retired,LINERs
1501,15800,SF,unclassified
1502,15801,SF,SF
1503,15802,SF,SF
1504,15803,retired,unclassified
1505,15804,unclassified,unclassified
1506,15805,SF,SF
1507,15806,retired,LINERs
1508,15807,SF,unclassified
1509,15808,sAGN,composite
1510,15809,SF,SF
1511,15810,SF,SF
1512,15811,SF,unclassified
1513,15812,unclassified,unclassified
1514,15813,sAGN,composite
1515,15814,SF,SF
1516,15815,SF,SF
1517,15816,retired,LINERs
1518,15817,wAGN,unclassified
1519,15818,sAGN,seyfert
1520,15819,retired,composite
1521,15820,sAGN,seyfert
1522,15821,retired,composite
1523,15822,SF,unclassified
1524,15823,sAGN,composite
1525,15824,SF,unclassified
1526,15825,wAGN,SF
1527,15826,SF,SF
1528,15827,wAGN,seyfert
1529,15828,SF,SF
1530,15829,SF,SF
1531,15830,SF,unclassified
1532,15831,sAGN,composite
1533,15832,sAGN,composite
1534,15833,unclassified,unclassified
1535,15834,unclassified,unclassified
1536,15835,unclassified,unclassified
1537,15836,SF,SF
1538,15837,SF,SF
1539,15838,sAGN,composite
1540,15839,retired,SF
1541,15840,SF,unclassified
1542,15841,passive,LINERs
1543,15842,SF,SF
1544,15843,SF,unclassified
1545,15844,unclassified,unclassified
1546,15845,SF,SF
1547,15846,SF,SF
1548,15847,SF,SF
1549,15848,retired,LINERs
1550,15849,sAGN,composite
1551,15850,retired,composite
1552,15851,SF,SF
1553,15852,sAGN,composite
1554,15853,SF,SF
1555,15854,retired,composite
1556,15855,retired,unclassified
1557,15856,SF,SF
1558,15857,unclassified,unclassified
1559,15858,SF,SF
1560,15859,retired,composite
1561,15860,unclassified,unclassified
1562,15861,SF,SF
1563,15862,unclassified,unclassified
1564,15863,passive,composite
1565,15864,unclassified,unclassified
1566,15865,SF,unclassified
1567,15866,SF,SF
1568,15867,SF,SF
1569,15868,wAGN,composite
1570,15869,passive,unclassified
1571,15870,sAGN,composite
1572,15871,SF,unclassified
1573,15872,SF,SF
1574,15873,SF,SF
1575,15874,retired,unclassified
1576,15875,unclassified,unclassified
1577,15876,SF,SF
1578,15877,SF,SF
1579,15878,unclassified,unclassified
1580,15879,unclassified,unclassified
1581,15880,SF,SF
1582,15881,unclassified,unclassified
1583,15882,wAGN,composite
1584,15883,SF,composite
1585,15884,SF,SF
1586,15885,SF,SF
1587,15886,unclassified,unclassified
1588,15887,retired,unclassified
1589,15888,SF,composite
1590,15889,SF,unclassified
1591,15890,unclassified,unclassified
1592,15891,SF,unclassified
1593,15892,sAGN,LINERs
1594,15893,unclassified,unclassified
1595,15894,sAGN,SF
1596,15895,SF,SF
1597,15896,SF,SF
1598,15897,unclassified,unclassified
1599,15898,SF,unclassified
1600,15899,SF,SF
1601,15900,SF,SF
1602,15901,retired,composite
1603,15902,SF,unclassified
1604,15904,unclassified,unclassified
1605,15905,SF,SF
1606,15906,retired,unclassified
1607,15907,wAGN,composite
1608,15908,SF,composite
1609,15909,retired,composite
1610,15910,unclassified,unclassified
1611,15911,sAGN,unclassified
1612,15912,SF,SF
1613,15913,unclassified,unclassified
1614,15914,retired,SF
1615,15915,retired,LINERs
1616,15916,SF,unclassified
1617,15917,retired,LINERs
1618,15918,passive,unclassified
1619,15919,unclassified,unclassified
1620,15920,sAGN,composite
1621,15921,sAGN,seyfert
1622,15922,SF,SF
1623,15923,sAGN,composite
1624,15924,SF,SF
1625,15925,unclassified,unclassified
1626,15926,SF,SF
1627,15927,SF,unclassified
1628,15928,sAGN,seyfert
1629,15929,retired,unclassified
1630,15930,unclassified,unclassified
1631,15931,retired,unclassified
1632,15932,sAGN,seyfert
1633,15933,SF,SF
1634,15934,SF,SF
1635,15935,SF,unclassified
1636,15936,retired,unclassified
1637,15937,SF,SF
1638,15938,sAGN,composite
1639,15939,SF,SF
1640,15940,unclassified,unclassified
1641,15941,retired,LINERs
1642,15942,unclassified,unclassified
1643,15943,unclassified,unclassified
1644,15944,unclassified,unclassified
1645,15945,SF,SF
1646,15946,sAGN,composite
1647,15947,unclassified,unclassified
1648,15948,SF,composite
1649,15949,wAGN,unclassified
1650,15950,SF,unclassified
1651,15951,SF,SF
1652,15952,SF,SF
1653,15953,wAGN,LINERs
1654,15954,retired,unclassified
1655,15955,unclassified,unclassified
1656,15956,SF,SF
1657,15957,sAGN,composite
1658,15958,retired,unclassified
1659,15959,unclassified,unclassified
1660,15960,SF,SF
1661,15961,sAGN,unclassified
1662,15962,SF,SF
1663,15963,unclassified,unclassified
1664,15964,retired,unclassified
1665,15965,SF,seyfert
1666,15966,SF,SF
1667,15967,unclassified,unclassified
1668,15968,SF,SF
1669,15969,unclassified,unclassified
1670,15970,retired,composite
1671,15971,sAGN,unclassified
1672,15972,retired,unclassified
1673,15973,sAGN,composite
1674,15974,unclassified,unclassified
1675,15975,unclassified,unclassified
1676,15976,unclassified,unclassified
1677,15977,SF,unclassified
1678,15978,SF,SF
1679,15979,SF,unclassified
1680,15980,sAGN,unclassified
1681,15981,SF,unclassified
1682,15982,retired,unclassified
1683,15983,retired,composite
1684,15984,retired,composite
1685,15985,SF,unclassified
1686,15986,unclassified,unclassified
1687,15987,SF,SF
1688,15988,SF,composite
1689,15989,SF,unclassified
1690,15990,retired,seyfert
1691,15991,SF,SF
1692,15992,SF,SF
1693,15993,retired,seyfert
1694,15994,unclassified,unclassified
1695,15995,wAGN,composite
1696,15996,SF,unclassified
1697,15997,SF,SF
1698,15998,SF,SF
1699,15999,SF,unclassified
1700,16000,unclassified,unclassified
1701,16001,retired,unclassified
1702,16002,retired,LINERs
1703,16003,wAGN,LINERs
1704,16004,unclassified,unclassified
1705,16005,unclassified,unclassified
1706,16006,sAGN,unclassified
1707,16007,sAGN,composite
1708,16008,SF,composite
1709,16009,sAGN,composite
1710,16010,SF,SF
1711,16011,SF,unclassified
1712,16012,retired,unclassified
1713,16013,retired,composite
1714,16014,SF,unclassified
1715,16015,sAGN,composite
1716,16016,unclassified,unclassified
1717,16017,unclassified,unclassified
1718,16018,SF,SF
1719,16019,retired,unclassified
1720,16020,retired,LINERs
1721,16021,SF,unclassified
1722,16022,SF,SF
1723,16023,SF,unclassified
1724,16024,SF,SF
1725,16025,SF,composite
1726,16026,SF,SF
1727,16027,unclassified,unclassified
1728,16028,sAGN,composite
1729,16029,sAGN,composite
1730,16030,SF,unclassified
1731,16031,unclassified,unclassified
1732,16032,SF,SF
1733,16033,SF,unclassified
1734,16034,SF,SF
1735,16036,retired,unclassified
1736,16037,unclassified,unclassified
1737,16038,SF,SF
1738,16039,SF,SF
1739,16040,retired,composite
1740,16041,SF,SF
1741,16042,SF,SF
1742,16043,wAGN,composite
1743,16044,retired,unclassified
1744,16045,SF,SF
1745,16046,retired,SF
1746,16047,wAGN,unclassified
1747,16048,unclassified,unclassified
1748,16049,sAGN,composite
1749,16050,unclassified,unclassified
1750,16051,SF,SF
1751,16052,unclassified,unclassified
1752,16053,SF,SF
1753,16054,retired,LINERs
1754,16055,sAGN,seyfert
1755,16056,sAGN,composite
1756,16057,sAGN,composite
1757,16058,sAGN,composite
1758,16059,SF,unclassified
1759,16060,retired,unclassified
1760,16061,sAGN,unclassified
1761,16062,sAGN,LINERs
1762,16063,retired,SF
1763,16064,sAGN,composite
1764,16065,unclassified,unclassified
1765,16066,sAGN,composite
1766,16067,sAGN,composite
1767,16068,unclassified,unclassified
1768,16069,sAGN,composite
1769,16070,SF,SF
1770,16071,SF,unclassified
1771,16072,SF,unclassified
1772,16073,SF,SF
1773,16074,SF,composite
1774,16075,sAGN,unclassified
1775,16076,retired,unclassified
1776,16077,SF,SF
1777,16078,SF,unclassified
1778,16079,SF,SF
1779,16080,SF,SF
1780,16081,unclassified,unclassified
1781,16082,retired,unclassified
1782,16083,SF,unclassified
1783,16084,SF,SF
1784,16085,SF,SF
1785,16086,SF,composite
1786,16087,SF,unclassified
1787,16088,retired,unclassified
1788,16089,SF,SF
1789,16090,SF,unclassified
1790,16091,SF,SF
1791,16092,SF,unclassified
1792,16093,wAGN,unclassified
1793,16094,SF,SF
1794,16095,SF,SF
1795,16096,retired,composite
1796,16097,retired,unclassified
1797,16098,retired,composite
1798,16099,passive,unclassified
1799,16100,SF,unclassified
1800,16101,wAGN,composite
1801,16102,retired,composite
1802,16103,SF,composite
1803,16104,unclassified,unclassified
1804,16105,unclassified,unclassified
